Character	Series
Hellion	New X-Men: Childhood's End Vol. 2 (2006)
Hellion	New X-Men: Childhood's End Vol. 3 (2006)
Hellion	New X-Men: Hellions (2005)
Hellion	Runaways (2008 - 2009)
Unicorn	Iron Man (1968 - 1996)
Jamie Braddock	Uncanny X-Force (2010 - 2012)
Enchantress (Sylvie Lushton)	Marvel Fanfare (1982 - 1992)
Clea	Defenders (1972 - 1986)
Clea	Doctor Strange, Sorcerer Supreme (1988 - 1996)
Clea	Earth X (1999)
Clea	Earth X (New (2006)
Clea	Giant-Size Defenders (1974)
Clea	Howard the Duck (1976 - 1979)
Clea	Marvel Comics Presents (1988 - 1995)
Clea	Marvel Fanfare (1982 - 1992)
Clea	Marvel Masterworks: Doctor Strange Vol. (2005)
Clea	Strange Tales (1951 - 1968)
Ozymandias	Cable (1993 - 2002)
Ozymandias	Uncanny X-Force (2010 - 2012)
Ozymandias	UNCANNY X-FORCE: THE APOCALYPSE SOLUTION PREMIERE HC (2011)
Ozymandias	Uncanny X-Men (1963 - 2011)
Ozymandias	Wolverine (1988 - 2003)
Ozymandias	X-Force (1991 - 2004)
Ozymandias	X-Men (1991 - 2001)
Ozymandias	X-Men Vs. Apocalypse Vol. 1: The Twelve (2008)
Ozymandias	X-Men Vs. Apocalypse Vol. 2: Ages of Apocalypse (2008)
Ozymandias	X-Men: Search for Cyclops (2000 - 2001)
Ozymandias	X-Men: The Complete Onslaught Epic Book 3 (2008)
Ozymandias	X-Men: The Complete Onslaught Epic Vol. 1 TPB (2007)
Stacy X (Ultimate)	Ultimate X-Men (2000 - 2009)
Stacy X (Ultimate)	Ultimate X-Men Ultimate Collection Book 2 (2007)
Stacy X (Ultimate)	Ultimate X-Men Vol. 4: Hellfire & Brimstone (2003 - Present)
Cecilia Reyes	Uncanny X-Men (1963 - 2011)
Cecilia Reyes	X-Force (1991 - 2004)
Cecilia Reyes	X-Men: Dream's End (2004)
Abomination (Emil Blonsky)	Avengers (1998 - 2004)
Abomination (Emil Blonsky)	Avengers Vol. 1: World Trust (2003)
Abomination (Emil Blonsky)	Earth X (1999)
Abomination (Emil Blonsky)	Earth X (New (2006)
Abomination (Emil Blonsky)	Hulk (2008 - 2012)
Abomination (Emil Blonsky)	Hulk Vol. 1: Red Hulk (2009 - Present)
Abomination (Emil Blonsky)	Hulk: Destruction (2005)
Abomination (Emil Blonsky)	Incredible Hulk (1962 - 1999)
Abomination (Emil Blonsky)	Incredible Hulk (1999 - 2008)
Abomination (Emil Blonsky)	Incredible Hulk Annual (1976 - Present)
Abomination (Emil Blonsky)	Incredible Hulk Vol. 4: Abominable (2003)
Abomination (Emil Blonsky)	Incredible Hulk Vol. IV: Abominable (2003)
Abomination (Emil Blonsky)	Incredible Hulks (2009 - 2011)
Abomination (Emil Blonsky)	Iron Man (1998 - 2004)
Abomination (Emil Blonsky)	Irredeemable Ant-Man (2006 - 2007)
Abomination (Emil Blonsky)	Irredeemable Ant-Man Vol. 1: Low-Life (2007)
Abomination (Emil Blonsky)	Killraven (2002 - 2003)
Abomination (Emil Blonsky)	Killraven Premiere (2007)
Abomination (Emil Blonsky)	Marvel Masterworks: The Incredible Hulk Vol.3 (2006)
Abomination (Emil Blonsky)	Marvel Super-Heroes (1992 - 1993)
Captain America	Age of Apocalypse (2011 - Present)
Captain America	Age of Heroes (2011)
Captain America	Age of X: Universe (2011)
Captain America	All-Winners Comics (1941 - 1947)
Captain America	All-Winners Squad: Band of Heroes (2011)
Captain America	Alpha Flight (1983 - 1994)
Captain America	Alpha Flight Classic Vol. 1 (2007)
Captain America	Amazing Spider-Man (1963 - 1998)
Captain America	Amazing Spider-Man (1999 - 2013)
Captain America	Amazing Spider-Man Annual (1964 - Present)
Captain America	Annihilators: Earthfall (2011)
Captain America	Art of Marvel Movies: The Art of Captain America - The First Avenger (2011 - Present)
Captain America	Art of Marvel Studios TPB Slipcase (2011 - Present)
Captain America	Astonishing X-Men Vol. 6: Xenogenetic (2010)
Captain America	Avengers (2010 - 2012)
Captain America	Avengers (1996 - 1997)
Captain America	Avengers (1998 - 2004)
Captain America	Avengers (1963 - 1996)
Captain America	Avengers Academy (2010 - 2012)
Captain America	Avengers Annual (1967 - 1994)
Genesis	Wolverine (1988 - 2003)
Zaladane	Classic X-Men (1986 - 1990)
Zaladane	Marvel Fanfare (1982 - 1992)
Zaladane	Marvel Masterworks: The Uncanny X-Men Vol. (2005)
Zaladane	Uncanny X-Men (1963 - 2011)
Zaladane	Uncanny X-Men Omnibus Vol. 1 (2006)
Zaladane	What If? (1989 - 1998)
Zaladane	X-Men Annual (1970 - 1991)
Zaladane	X-Men Legends Vol. 3: Art Adams Book I (2003)
Zaladane	X-Men Legends Vol. III: Arthur Adams Book I (2003)
Zaladane	X-Men Vignettes Vol. 2 (2005)
Zaladane	X-Men Visionaries: Jim Lee (2002)
Zaladane	X-Men: Earth's Mutant Heroes (2010 - 2011)
Ultimatum	Taskmaster (2010 - Present)
Grey Gargoyle	Fear Itself (2010 - 2011)
Grey Gargoyle	Fear Itself: Fellowship of Fear (2011)
Grey Gargoyle	Fear Itself: The Worthy (2011)
Grey Gargoyle	Invincible Iron Man (2008 - 2012)
Grey Gargoyle	Marvel Adventures Super Heroes (2010 - 2012)
Grey Gargoyle	Marvel Masterworks: The Mighty Thor Vol. 3 (2011 - Present)
Grey Gargoyle	Marvel Masterworks: The Mighty Thor Vol. 3 Variant (DM Only) (2011 - Present)
Grey Gargoyle	Marvel Point One (2011 - Present)
Grey Gargoyle	New Avengers (2004 - 2010)
Grey Gargoyle	New Avengers Vol. 1: Breakout (2006)
Rogue (Age of Apocalypse)	Uncanny X-Force (2010 - 2012)
Rogue (Age of Apocalypse)	X-Men: Age of Apocalypse One Shot (2005)
Rogue (Age of Apocalypse)	X-Men: The New Age of Apocalypse (2005)
Damage Control	Marvel Comics Presents (1988 - 1995)
Riptide	Uncanny X-Men (1963 - 2011)
Riptide	X-Men (1991 - 2001)
Riptide	X-MEN FIRST CLASS: THE HIGH HAND (2011)
Riptide	X-Men: Mutant Massacre (1999)
Riptide	X-Men: Old Soldiers (2004)
Silverclaw	Avengers (1998 - 2004)
Silverclaw	Avengers Assemble (2004)
Silverclaw	Avengers Assemble Vol. 3 (2006)
Silverclaw	Avengers Assemble Vol. 4 (2007)
Silverclaw	Avengers: The Kang Dynasty (2002)
Caliban	Cable (1993 - 2002)
Caliban	Marvel Masterworks: The Uncanny X-Men Vol. 6 (2008)
Caliban	Marvel Masterworks: The Uncanny X-Men Vol. 6 (2008)
Caliban	Uncanny X-Men (1963 - 2011)
Caliban	Wolverine (1988 - 2003)
Caliban	X-Factor (1986 - 1998)
Caliban	X-Factor Annual (1986 - Present)
Caliban	X-Force (1991 - 2004)
Caliban	X-Men (1991 - 2001)
Caliban	X-Men Unlimited (1993 - 1999)
Caliban	X-Men Vs. Apocalypse Vol. 2: Ages of Apocalypse (2008)
Caliban	X-Men: Search for Cyclops (2000 - 2001)
Caliban	X-Men: The Complete Onslaught Epic Book 2 (2008)
Caliban	X-Men: The Complete Onslaught Epic Book 3 (2008)
Caliban	X-Men: The Complete Onslaught Epic Vol. 1 TPB (2007)
Shadow King	Marvel Masterworks: The Uncanny X-Men Vol. (2005)
Shadow King	Uncanny X-Force (2010 - 2012)
Shadow King	Uncanny X-Men (1963 - 2011)
Shadow King	Uncanny X-Men Omnibus Vol. 1 (2006)
Shadow King	X-Factor (1986 - 1998)
Shadow King	X-Men (1991 - 2001)
Shadow King	X-Men Annual (1970 - 1991)
Shadow King	X-Men Visionaries: Jim Lee (2002)
Union Jack (Montgomery Falsworth)	Deadpool (1997 - 2002)
Union Jack (Montgomery Falsworth)	Immortal Weapons (2009 - 2010)
Dragon Man	Amazing Spider-Man (1999 - 2013)
Dragon Man	Black Panther (2005 - 2008)
Dragon Man	Earth X (1999)
Dragon Man	Earth X (New (2006)
Dragon Man	Fantastic Four (1961 - 1998)
Dragon Man	Fantastic Four Omnibus Vol. 2 (2007)
Dragon Man	Fear Itself: FF (2011)
Dragon Man	Irredeemable Ant-Man (2006 - 2007)
Dragon Man	Paradise X (2002 - 2003)
Dragon Man	Paradise X Vol. 1 (2007)
Dragon Man	Paradise X Vol. 2 (New Printing) (2007)
Dragon Man	Peter Parker, the Spectacular Spider-Man (1976 - 1998)
Dragon Man	Thing & She-Hulk: Long Night (2002)
Dragon Man	Thing: Freakshow (2005)
Dragon Man	X-51 (1999 - 2000)
Dragon Man	X-Men/Black Panther (2006)
Bedlam	Avengers (1998 - 2004)
Bedlam	Avengers Assemble Vol. 3 (2006)
Bedlam	Cable (1993 - 2002)
Bedlam	Peter Parker: Spider-Man (1999 - 2003)
Bedlam	Thor (1998 - 2004)
Bedlam	X-Men Vs. Apocalypse Vol. 1: The Twelve (2008)
Bishop	Age of Apocalypse: The Chosen (1995)
Bishop	Avengers Assemble Vol. 4 (2007)
Bishop	Bishop (1994 - 1995)
Bishop	Bishop: The Last X-Man (1999 - 2001)
Bishop	Black Panther (2005 - 2008)
Bishop	Black Panther: The Bride (2006)
Bishop	Cable (2008 - 2010)
Bishop	Cable (1993 - 2002)
Bishop	Cable Classic Vol. 1 (2008)
Bishop	Civil War: X-Men (2011)
Bishop	Civil War: X-Men (2006)
Bishop	Civil War: X-Men (2007)
Bishop	Clandestine Classic Premiere (2008)
Bishop	District X (2004 - 2005)
Bishop	District X Vol. 2: Underground (2005)
Bishop	Fantastic Four (1998 - 2012)
Bishop	Marvel Weddings (2005)
Bishop	Maximum Security (2000 - 2001)
Bishop	Ms. Marvel Vol. 6: Ascension (2009 - Present)
Bishop	Mutopia X (2005)
Legion	Alpha Flight (1983 - 1994)
Legion	New Mutants (2010 - 2012)
Legion	New Mutants (1983 - 1991)
Legion	New Mutants (2009 - 2011)
Legion	New Mutants Classic Vol. 3 (2008)
Legion	New Mutants Classic Vol. 6 (2010 - Present)
Legion	Secret Wars II (1985)
Legion	Uncanny X-Men (1963 - 2011)
Legion	What If? (1989 - 1998)
Legion	X-Factor (1986 - 1998)
Legion	X-Factor Annual (1986 - Present)
Legion	X-Men (1991 - 2001)
Legion	X-Men Annual (1970 - 1991)
Legion	X-Men Legacy (2012 - Present)
Legion	X-Men Legacy (2008 - 2012)
Legion	X-Men Legacy: Aftermath Premiere HC  (2011 - Present)
Legion	X-Men Visionaries: Jim Lee (2002)
Legion	X-Men: Omega (1995)
Legion	X-Men: Prelude to the Age of Apocalypse (2010 - Present)
Legion	X-Men: The Complete Age of Apocalypse Epic Book 4 (2006)
Wraith	Amazing Spider-Man (1999 - 2013)
Wraith	Annihilation: Conquest (2007)
Wraith	Annihilation: Conquest - Wraith (2007)
Two-Gun Kid	Marvel Comics Presents (1988 - 1995)
Two-Gun Kid	Marvel Fanfare (1982 - 1992)
Two-Gun Kid	Marvel Visionaries: Gil Kane (1999)
Two-Gun Kid	Rawhide Kid (1960 - 1979)
Two-Gun Kid	Six Guns (2011 - 2012)
Two-Gun Kid	Two-Gun Kid (1948 - 1977)
Venus (Siren)	Agents of Atlas (2009)
Venus (Siren)	Chaos War (2010 - 2011)
Venus (Siren)	Marvel Mystery Comics (1939 - 1949)
Venus (Siren)	Marvel Spotlight (1971 - 1977)
Lady Bullseye	Black Panther: The Most Dangerous Man Alive  (2010 - 2012)
Lady Bullseye	Black Widow (2010)
Lady Bullseye	Vengeance (2011)
Toad Men	Incredible Hulk (1962 - 1999)
Talisman (Elizabeth Twoyoungmen)	Alpha Flight (1983 - 1994)
Talisman (Elizabeth Twoyoungmen)	Doctor Strange, Sorcerer Supreme (1988 - 1996)
Vermin (Edward Whelan)	Amazing Spider-Man (1999 - 2013)
Vermin (Edward Whelan)	Captain America (1968 - 1996)
Vermin (Edward Whelan)	Peter Parker, the Spectacular Spider-Man (1976 - 1998)
Vermin (Edward Whelan)	Wolverine (1988 - 2003)
Spectrum	Avengers (1963 - 1996)
Spider-Man (2099)	Timestorm 2009/2099 (2009)
Iron Fist (Quan Yaozu)	Immortal Iron Fist (2006 - 2009)
New Mutants	Astonishing Tales (2009)
New Mutants	Cable (2008 - 2010)
New Mutants	Cable Classic Vol. 1 (2008)
New Mutants	Essential X-Men Vol. 4 (All-New Edition) (2011 - Present)
New Mutants	Golden Age Marvel Comics Omnibus Vol. 1 (2009 - Present)
New Mutants	Marvel Fanfare (1982 - 1992)
New Mutants	Marvel Masterworks: The Inhumans Vol. 1 (2009 - Present)
New Mutants	Marvel Masterworks: The Inhumans Vol.1 (2009 - Present)
New Mutants	Marvel Super Hero Squad (2009 - 2010)
New Mutants	Marvel Visionaries: Chris Claremont (2005)
New Mutants	New Mutants (2009 - 2011)
New Mutants	New Mutants (1983 - 1991)
New Mutants	New Mutants (2003 - 2004)
New Mutants	New Mutants (2010 - 2012)
New Mutants	New Mutants Annual (1984 - 1991)
New Mutants	New Mutants Classic Vol. 1 (2006)
New Mutants	New Mutants Classic Vol. 2 (2007)
New Mutants	New Mutants Classic Vol. 3 (2008)
New Mutants	New Mutants Vol 1: Back to School (2005)
New Mutants	New Mutants Vol I: Back to School (2003)
Scarlet Witch (Ultimate)	Ultimate Comics Spider-Man (2009 - 2012)
Scarlet Witch (Ultimate)	Ultimate Comics X-Men (2010 - Present)
Scarlet Witch (Ultimate)	Ultimate Fallout (2011)
Scarlet Witch (Ultimate)	Ultimate Power (2006 - 2008)
Scarlet Witch (Ultimate)	Ultimate War (2003)
Scarlet Witch (Ultimate)	Ultimate X-Men (2000 - 2009)
Scarlet Witch (Ultimate)	Ultimate X-Men MGC (2011)
Scarlet Witch (Ultimate)	Ultimate X-Men Ultimate Collection Book 1 (2006)
Scarlet Witch (Ultimate)	Ultimate X-Men Ultimate Collection Book 2 (2007)
Scarlet Witch (Ultimate)	Ultimate X-Men Vol. 13: Magnetic North (2006)
Scarlet Witch (Ultimate)	Ultimate X-Men Vol. 4: Hellfire & Brimstone (2003 - Present)
Scarlet Witch (Ultimate)	Ultimate X-Men Vol. 5: Ultimate War (1999)
Scarlet Witch (Ultimate)	Ultimate X-Men Vol. 6: Return of the King (2003)
Scarlet Witch (Ultimate)	Ultimate X-Men Vol. I: The Tomorrow People (1999)
Scarlet Witch (Ultimate)	Ultimate X-Men Vol. II: Return to Weapon X (1999)
Scarlet Witch (Ultimate)	Ultimate X-Men Vol. VI: Return of the King (2003)
Scarlet Witch (Ultimate)	Ultimates 2 (2004 - 2006)
Scarlet Witch (Ultimate)	Ultimates 2 Vol. 2: Grand Theft America (2007)
Scarlet Witch (Ultimate)	Ultimates 3 (2007 - 2008)
Scarlet Witch (Ultimate)	Ultimates 3: Who Killed the Scarlet Witch? (2009 - Present)
Prism	Uncanny X-Men (1963 - 2011)
Prism	X-Factor (1986 - 1998)
Dinah Soar	Deadpool (1997 - 2002)
Dinah Soar	G.L.a. (2005)
Dinah Soar	G.L.a.: Misassembled (2005)
Trauma	Avengers: The Initiative (2007 - 2010)
Yellowjacket (Rita DeMara)	Chaos War: Avengers (2010 - Present)
Yellowjacket (Rita DeMara)	Chaos War: Dead Avengers (2010 - 2011)
Runaways	Avengers Academy (2010 - 2012)
Runaways	Civil War: Young Avengers & Runaways (2006)
Runaways	Civil War: Young Avengers & Runaways (2007)
Runaways	Runaways (2008 - 2009)
Runaways	Runaways (2005 - 2008)
Runaways	Runaways (2003 - 2004)
Runaways	Runaways Vol. 1: Pride & Joy (2004)
Runaways	Runaways Vol. 2: Teenage Wasteland (2004)
Runaways	Runaways Vol. 3: The Good Die Young (2005)
Runaways	Runaways Vol. 4: True Believers (2005)
Runaways	Runaways Vol. 5: Escape to New York (2006)
Runaways	Runaways Vol. 6: Parental Guidance (2006)
Runaways	Runaways Vol. 7: Live Fast (2007)
Runaways	Runaways Vol. 7: Live Fast Digest (New Printing) (2007 - Present)
Runaways	Runaways: Parental Guidance (2011 - Present)
Runaways	Runaways: Pride & Joy (2011 - Present)
Runaways	Runaways: Teenage Wasteland (2011 - Present)
Runaways	Runaways: The Good Die Young (2011 - Present)
Runaways	Runaways: True Believers (2011 - Present)
Human Torch	4 (2004 - 2006)
Human Torch	4 Vol. 2: The Stuff of Nightmares (2005)
Human Torch	Adam: Legend of the Blue Marvel (2008)
Human Torch	Adam: Legend of the Blue Marvel (2008)
Human Torch	Alias (2003)
Human Torch	Alias Omnibus (2006)
Human Torch	All-Winners Comics (1941 - 1947)
Human Torch	All-Winners Squad: Band of Heroes (2011)
Human Torch	Alpha Flight (1983 - 1994)
Human Torch	Amazing Spider-Man (1963 - 1998)
Human Torch	Amazing Spider-Man (1999 - 2013)
Human Torch	Amazing Spider-Man Annual (1964 - Present)
Human Torch	Amazing Spider-Man Omnibus Vol. 1 (2007)
Human Torch	Avengers (1963 - 1996)
Human Torch	Avengers (1996 - 1997)
Human Torch	Avengers (1998 - 2004)
Human Torch	Avengers Assemble (2004)
Human Torch	Avengers Assemble Vol. 2 (2005)
Human Torch	Avengers Assemble Vol. 3 (2006)
Human Torch	Avengers Assemble Vol. 4 (2007)
Storm (Age of Apocalypse)	Official Handbook of the Marvel Universe (2004)
Blonde Phantom	Avengers 1959 (2011 - 2012)
Blonde Phantom	Marvel Mystery Comics (1939 - 1949)
Blonde Phantom	Sub-Mariner Comics (1941 - 1949)
Jimmy Woo	Agents of Atlas (2009)
Jimmy Woo	Fear Itself: The Home Front (2010)
Mystique	Cable (1993 - 2002)
Mystique	Marvel Fanfare (1982 - 1992)
Mystique	Marvel Super-Heroes (1992 - 1993)
Mystique	Ms. Marvel Vol. 6: Ascension (2009 - Present)
Mystique	Mystic Comics 70th Anniversary Special (2009)
Mystique	Mystique (2003 - 2005)
Mystique	Mystique by Brian K. Vaughan Ultimate Collection (2010 - Present)
Mystique	Mystique by Sean Mckeever Ultimate Collection (2010 - Present)
Mystique	Mystique Vol. 1: Dead Drop Gorgeous (2004)
Mystique	Mystique Vol. 2: Tinker, Tailor, Mutant, Spy (2004)
Mystique	Mystique Vol. 3: Unnatural (2004)
Mystique	Mystique Vol. 4: Quiet (2005)
Mystique	Uncanny X-Men (1963 - 2011)
Mystique	Wolverine (1988 - 2003)
Mystique	Wolverine (2010 - 2012)
Mystique	Wolverine/Deadpool: Weapon X (1999)
Mystique	X-Calibre (1995)
Mystique	X-Factor (1986 - 1998)
Mystique	X-Factor Annual (1986 - Present)
Mystique	X-Force (1991 - 2004)
Dormammu	Avengers (1963 - 1996)
Dormammu	Defenders (2005 - 2006)
Dormammu	Defenders: Indefensible (2005)
Dormammu	Doctor Strange, Sorcerer Supreme (1988 - 1996)
Dormammu	Marvel Fanfare (1982 - 1992)
Dormammu	Marvel Masterworks: Doctor Strange Vol. 1 (2003)
Dormammu	Marvel Visionaries: Roy Thomas (2006)
Dormammu	Shame Itself (2011)
Dormammu	Strange Tales (1951 - 1968)
Dormammu	What If? (1989 - 1998)
Microbe	New Warriors (2005)
Microbe	New Warriors: Reality Check (2006)
Empath	New Mutants (1983 - 1991)
Empath	New Mutants Classic Vol. 6 (2010 - Present)
Empath	Uncanny X-Men (1963 - 2011)
Empath	X-Force (1991 - 2004)
Empath	X-Treme X-Men (2001 - 2004)
Empath	X-Treme X-Men Vol. 6: Intifada (0000 - Present)
Avengers (Ultimate)	Ultimate Comics Avengers 3 (2010 - 2011)
Avengers (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010 - 2011)
Avengers (Ultimate)	Ultimate Comics Avengers Vs. New Ultimates (2011 - Present)
Avengers (Ultimate)	Ultimate Comics Doom (2010 - 2011)
Avengers (Ultimate)	ULTIMATE COMICS NEW ULTIMATES: THOR REBORN PREMIERE HC (2011)
Avengers (Ultimate)	Ultimate X-Men (2000 - 2009)
Avengers (Ultimate)	Ultimate X-Men Vol. 6: Return of the King (2003)
Avengers (Ultimate)	Ultimate X-Men Vol. VI: Return of the King (2003)
Avengers (Ultimate)	Ultimates MGC (2011)
Shanna the She-Devil	Earth X (1999)
Shanna the She-Devil	Earth X (New (2006)
Shanna the She-Devil	Ka-Zar (2010 - 2011)
Shanna the She-Devil	Marvel Comics Presents (1988 - 1995)
Shanna the She-Devil	Marvel Comics Presents: Wolverine Vol. 4 (2006)
Shanna the She-Devil	Marvel Fanfare (1982 - 1992)
Shanna the She-Devil	Shanna the She-Devil (1972 - 1973)
Shanna the She-Devil	Wolverine: Weapon X (2009 - Present)
Shanna the She-Devil	Wolverine: Weapon X Premiere (2007)
Shanna the She-Devil	WOMEN OF MARVEL DIGITAL (2010)
Mr. Immortal	Deadpool (1997 - 2002)
Mr. Immortal	G.L.a. (2005)
Mr. Immortal	G.L.a.: Misassembled (2005)
Jessica Jones	Alias (2003)
Jessica Jones	Alias Omnibus (2006)
Jessica Jones	Amazing Spider-Man (1999 - 2013)
Jessica Jones	Avengers: The Childrens Crusade (2010 - 2012)
Jessica Jones	Captain America (2004 - 2011)
Jessica Jones	Captain America: The Death of Captain America Vol. 1 (2008)
Jessica Jones	Captain America: The Death of Captain America Vol. 1 Premiere (2007)
Jessica Jones	New Avengers (2010 - 2012)
Jessica Jones	New Avengers (2004 - 2010)
Jessica Jones	New Avengers Annual (2010 - Present)
Jessica Jones	New Avengers Vol. 3: Secrets & Lies (2006)
Jessica Jones	Pulse Vol. 3: Fear (2006)
Jessica Jones	Spider-Island: Avengers (2011)
Jessica Jones	The Pulse (2004 - 2006)
Jessica Jones	The Pulse Vol. 2: Secret War (2005)
Colossus	Age of Apocalypse: The Chosen (1995)
Colossus	Age of X: Universe (2011)
Colossus	Alpha Flight (1983 - 1994)
Colossus	Amazing Spider-Man (1963 - 1998)
Colossus	Astonishing X-Men (2004 - Present)
Colossus	Astonishing X-Men by Joss Whedon & John Cassaday (2009 - Present)
Colossus	Astonishing X-Men Vol. 1 (2006)
Colossus	Astonishing X-Men Vol. 1: Gifted (2004)
Colossus	Astonishing X-Men Vol. 2: Dangerous (2005)
Colossus	Astonishing X-Men Vol. 3: Torn (2007)
Colossus	Astonishing X-Men Vol. 4: Unstoppable (2008)
Colossus	Avengers (1998 - 2004)
Colossus	Avengers (1963 - 1996)
Colossus	Avengers Assemble (2004)
Colossus	Avengers Assemble Vol. 4 (2007)
Colossus	Avengers VS X-Men (2012)
Colossus	Avengers: Kang Time and Time Again (2005)
Colossus	Black Panther (2005 - 2008)
Colossus	Black Panther: The Bride (2006)
Colossus	Cable (2008 - 2010)
X-Factor Investigations	X-Factor (2005 - Present)
Tyrannus	Fantastic Four (1998 - 2012)
Tyrannus	Incredible Hulks (2009 - 2011)
Tyrannus	Marvel Masterworks: The Incredible Hulk Vol.3 (2006)
Tyrannus	Marvel Masterworks: The X-Men Vol. (2005)
Tyrannus	Marvel Masterworks: The X-Men Vol. 4 (2004)
Tyrannus	Tales to Astonish (1959 - 1968)
Tyrannus	Uncanny X-Men (1963 - 2011)
Prowler	Amazing Spider-Man (1963 - 1998)
Prowler	Daredevil (1963 - 1998)
Prowler	Marvel Masterworks: The Amazing Spider-Man Vol. 9 (2007)
Prowler	Peter Parker, the Spectacular Spider-Man (1976 - 1998)
Prowler	Spider-Man Legends Vol. II: Todd Mcfarlane Book I (1999)
Prowler	Spider-Man Visionaries: Roger Stern Vol. 1 (2007)
Prowler	X-Men (2004 - 2007)
Prowler	X-Men: Endangered Species (2008)
Firebird	Avengers (1998 - 2004)
Firebird	Avengers Assemble (2004)
Firebird	Avengers Assemble Vol. 2 (2005)
Firebird	Avengers Assemble Vol. 3 (2006)
Firebird	Avengers Assemble Vol. 4 (2007)
Firebird	Avengers Assemble Vol. 5 (2007)
Firebird	Avengers West Coast Annual (1989 - 1993)
Firebird	Avengers: The Kang Dynasty (2002)
Illuminati	New Avengers (2013 - Present)
Illuminati	New Avengers: Illuminati (2008)
Illuminati	New Avengers: Illuminati (2006 - 2008)
Illuminati	New Avengers: Illuminati Premiere (2008)
